id,cellLine,passaged_from_id1,passage_id,passage,adjPass,date,num_date,correctedCount,label_value,sublabel_value,oxygen_pct,g,intercept,Ploidy,K
SUM-159_NLS_4N_O1_A3_seedT1,SUM-159,SUM-159_NLS_4N_O1_A3_seed,SUM-159_NLS_4N_O1_A3_seed,8,3,11/29/24,2,3877426,4N,starvation,0.5,0.344146832,1267628.998,4,9000000
SUM-159_NLS_4N_O1_A3_seed,SUM-159,SUM-159_NLS_4N_O1_A2_seedT2,SUM-159_NLS_4N_O1_A3_seed,8,3,11/27/24,0,979523,4N,starvation,0.5,0.344146832,1267628.998,4,9000000
SUM-159_NLS_4N_O1_A3_seedT2,SUM-159,SUM-159_NLS_4N_O1_A3_seed,SUM-159_NLS_4N_O1_A3_seed,8,3,12/2/24,5,5965486,4N,starvation,0.5,0.344146832,1267628.998,4,9000000
SUM-159_NLS_4N_O1_A4_seed,SUM-159,SUM-159_NLS_4N_O1_A3_seedT2,SUM-159_NLS_4N_O1_A4_seed,9,4,12/4/24,0,477491,4N,starvation,0.3,0.462592399,574357.0073,4,9000000
SUM-159_NLS_4N_O1_A4_seedT2,SUM-159,SUM-159_NLS_4N_O1_A4_seed,SUM-159_NLS_4N_O1_A4_seed,9,4,12/9/24,5,5131103,4N,starvation,0.3,0.462592399,574357.0073,4,9000000
SUM-159_NLS_4N_O1_A4_seedT1,SUM-159,SUM-159_NLS_4N_O1_A4_seed,SUM-159_NLS_4N_O1_A4_seed,9,4,12/6/24,2,1970966,4N,starvation,0.3,0.462592399,574357.0073,4,9000000
SUM-159_NLS_4N_O1_A5_seed,SUM-159,SUM-159_NLS_4N_O1_A4_seedT2,SUM-159_NLS_4N_O1_A5_seed,10,5,12/11/24,0,487308,4N,starvation,0.2,0.493160438,634994.9687,4,9000000
SUM-159_NLS_4N_O1_A5_seedT1,SUM-159,SUM-159_NLS_4N_O1_A5_seed,SUM-159_NLS_4N_O1_A5_seed,10,5,12/13/24,2,2646886,4N,starvation,0.2,0.493160438,634994.9687,4,9000000
SUM-159_NLS_4N_O1_A5_seedT2,SUM-159,SUM-159_NLS_4N_O1_A5_seed,SUM-159_NLS_4N_O1_A5_seed,10,5,12/16/24,5,6266284,4N,starvation,0.2,0.493160438,634994.9687,4,9000000
SUM-159_NLS_4N_O1_A6_seedT1,SUM-159,SUM-159_NLS_4N_O1_A6_seed,SUM-159_NLS_4N_O1_A6_seed,11,6,12/20/24,2,2656703,4N,starvation,0.1,0.400784405,813714.6032,4,9000000
SUM-159_NLS_4N_O1_A6_seedT2,SUM-159,SUM-159_NLS_4N_O1_A6_seed,SUM-159_NLS_4N_O1_A6_seed,11,6,12/23/24,5,5181587,4N,starvation,0.1,0.400784405,813714.6032,4,9000000
SUM-159_NLS_4N_O1_A6_seed,SUM-159,SUM-159_NLS_4N_O1_A5_seedT2,SUM-159_NLS_4N_O1_A6_seed,11,6,12/18/24,0,647172,4N,starvation,0.1,0.400784405,813714.6032,4,9000000
SUM-159_NLS_4N_O1_A7_seed,SUM-159,SUM-159_NLS_4N_O1_A6_seedT2,SUM-159_NLS_4N_O1_A7_seed,12,7,12/25/24,0,267844,4N,starvation,0,0.571921242,352657.6558,4,9000000
SUM-159_NLS_4N_O1_A7_seedT2,SUM-159,SUM-159_NLS_4N_O1_A7_seed,SUM-159_NLS_4N_O1_A7_seed,12,7,12/30/24,5,5124092,4N,starvation,0,0.571921242,352657.6558,4,9000000
SUM-159_NLS_4N_O1_A7_seedT1,SUM-159,SUM-159_NLS_4N_O1_A7_seed,SUM-159_NLS_4N_O1_A7_seed,12,7,12/27/24,2,1750801,4N,starvation,0,0.571921242,352657.6558,4,9000000
SUM-159_NLS_4N_O1_A8_seedT2,SUM-159,SUM-159_NLS_4N_O1_A8_seed,SUM-159_NLS_4N_O1_A8_seed,13,8,5/12/25,4,5832757,4N,starvation,0,0.67180202,417956.9943,4,9000000
SUM-159_NLS_4N_O1_A8_seed,SUM-159,SUM-159_NLS_4N_O1_A7_seedT2,SUM-159_NLS_4N_O1_A8_seed,13,8,5/8/25,0,358294,4N,starvation,0,0.67180202,417956.9943,4,9000000
SUM-159_NLS_4N_O1_A8_seedT1,SUM-159,SUM-159_NLS_4N_O1_A8_seed,SUM-159_NLS_4N_O1_A8_seed,13,8,5/9/25,1,1004803,4N,starvation,0,0.67180202,417956.9943,4,9000000
SUM-159_NLS_4N_O1_A9_seedT1,SUM-159,SUM-159_NLS_4N_O1_A9_seed,SUM-159_NLS_4N_O1_A9_seed,14,9,5/16/25,2,1457075,4N,starvation,0,0.439890819,547404.8244,4,9000000
SUM-159_NLS_4N_O1_A9_seedT2,SUM-159,SUM-159_NLS_4N_O1_A9_seed,SUM-159_NLS_4N_O1_A9_seed,14,9,5/19/25,5,4745520,4N,starvation,0,0.439890819,547404.8244,4,9000000
SUM-159_NLS_4N_O1_A9_seed,SUM-159,SUM-159_NLS_4N_O1_A8_seedT2,SUM-159_NLS_4N_O1_A9_seed,14,9,5/14/25,0,515769,4N,starvation,0,0.439890819,547404.8244,4,9000000
SUM-159_NLS_4N_O2_A1_seedT1,SUM-159,SUM-159_NLS_4N_O2_A1_seed,SUM-159_NLS_4N_O2_A1_seed,9,1,11/18/24,3,4830305,4N,starvation,2,0.463828444,1201324,4,9000000
SUM-159_NLS_4N_O2_A1_seed,SUM-159,SUM-159_NLS_4N_dp_seedT1,SUM-159_NLS_4N_O2_A1_seed,9,1,11/15/24,0,1201324,4N,starvation,2,0.463828444,1201324,4,9000000
SUM-159_NLS_4N_O2_A10_seed,SUM-159,SUM-159_NLS_4N_O2_A9_seedT2,SUM-159_NLS_4N_O2_A10_seed,18,10,5/21/25,0,507971,4N,starvation,0,0.463511346,504429.2904,4,9000000
SUM-159_NLS_4N_O2_A10_seedT1,SUM-159,SUM-159_NLS_4N_O2_A10_seed,SUM-159_NLS_4N_O2_A10_seed,18,10,5/23/25,2,1259902,4N,starvation,0,0.463511346,504429.2904,4,9000000
SUM-159_NLS_4N_O2_A10_seedT2,SUM-159,SUM-159_NLS_4N_O2_A10_seed,SUM-159_NLS_4N_O2_A10_seed,18,10,5/26/25,5,5144322,4N,starvation,0,0.463511346,504429.2904,4,9000000
SUM-159_NLS_4N_O2_A11_seedT2,SUM-159,SUM-159_NLS_4N_O2_A11_seed,SUM-159_NLS_4N_O2_A11_seed,19,11,6/4/25,5,5122043,4N,starvation,0,0.525990412,485069.6716,4,9000000
SUM-159_NLS_4N_O2_A11_seed,SUM-159,SUM-159_NLS_4N_O2_A10_seedT2,SUM-159_NLS_4N_O2_A11_seed,19,11,5/30/25,0,404372,4N,starvation,0,0.525990412,485069.6716,4,9000000
SUM-159_NLS_4N_O2_A11_seedT1,SUM-159,SUM-159_NLS_4N_O2_A11_seed,SUM-159_NLS_4N_O2_A11_seed,19,11,6/2/25,3,3703957,4N,starvation,0,0.525990412,485069.6716,4,9000000
SUM-159_NLS_4N_O2_A12_seed,SUM-159,SUM-159_NLS_4N_O2_A11_seedT2,SUM-159_NLS_4N_O2_A12_seed,20,12,6/6/25,0,570354,4N,starvation,0,0.433757117,606022.3599,4,9000000
SUM-159_NLS_4N_O2_A12_seedT1,SUM-159,SUM-159_NLS_4N_O2_A12_seed,SUM-159_NLS_4N_O2_A12_seed,20,12,6/9/25,3,2591099,4N,starvation,0,0.433757117,606022.3599,4,9000000
SUM-159_NLS_4N_O2_A12_seedT2,SUM-159,SUM-159_NLS_4N_O2_A12_seed,SUM-159_NLS_4N_O2_A12_seed,20,12,6/11/25,5,4840208,4N,starvation,0,0.433757117,606022.3599,4,9000000
SUM-159_NLS_4N_O2_A13_seed,SUM-159,SUM-159_NLS_4N_O2_A12_seedT2,SUM-159_NLS_4N_O2_A13_seed,21,13,6/14/25,0,623824,4N,starvation,0,0.505475958,623824,4,9000000
SUM-159_NLS_4N_O2_A13_seedT1,SUM-159,SUM-159_NLS_4N_O2_A13_seed,SUM-159_NLS_4N_O2_A13_seed,21,13,6/16/25,2,1714403,4N,starvation,0,0.505475958,623824,4,9000000
SUM-159_NLS_4N_O2_A14_seed,SUM-159,SUM-159_NLS_4N_O2_A13_seedT1,SUM-159_NLS_4N_O2_A14_seed,22,14,6/20/25,0,465640,4N,starvation,0,0.272623788,551561.244,4,9000000
SUM-159_NLS_4N_O2_A14_seedT2,SUM-159,SUM-159_NLS_4N_O2_A14_seed,SUM-159_NLS_4N_O2_A14_seed,22,14,6/25/25,5,2611150,4N,starvation,0,0.272623788,551561.244,4,9000000
SUM-159_NLS_4N_O2_A14_seedT3,SUM-159,SUM-159_NLS_4N_O2_A14_seed,SUM-159_NLS_4N_O2_A14_seed,22,14,6/27/25,7,4751090,4N,starvation,0,0.272623788,551561.244,4,9000000
SUM-159_NLS_4N_O2_A14_seedT4,SUM-159,SUM-159_NLS_4N_O2_A14_seed,SUM-159_NLS_4N_O2_A14_seed,22,14,6/30/25,10,6448783,4N,starvation,0,0.272623788,551561.244,4,9000000
SUM-159_NLS_4N_O2_A15_seed,SUM-159,SUM-159_NLS_4N_O2_A14_seedT4,SUM-159_NLS_4N_O2_A15_seed,23,15,7/25/25,0,613799,4N,starvation,0,0.237448884,965566.669,4,9000000
SUM-159_NLS_4N_O2_A15_seedT1,SUM-159,SUM-159_NLS_4N_O2_A15_seed,SUM-159_NLS_4N_O2_A15_seed,23,15,7/28/25,3,2545426,4N,starvation,0,0.237448884,965566.669,4,9000000
SUM-159_NLS_4N_O2_A15_seedT2,SUM-159,SUM-159_NLS_4N_O2_A15_seed,SUM-159_NLS_4N_O2_A15_seed,23,15,7/30/25,5,4532752,4N,starvation,0,0.237448884,965566.669,4,9000000
SUM-159_NLS_4N_O2_A15_seedT3,SUM-159,SUM-159_NLS_4N_O2_A15_seed,SUM-159_NLS_4N_O2_A15_seed,23,15,8/1/25,7,6952299,4N,starvation,0,0.237448884,965566.669,4,9000000
SUM-159_NLS_4N_O2_A15_seedT4,SUM-159,SUM-159_NLS_4N_O2_A15_seed,SUM-159_NLS_4N_O2_A15_seed,23,15,8/4/25,10,6452125,4N,starvation,0,0.237448884,965566.669,4,9000000
SUM-159_NLS_4N_O2_A16_seed,SUM-159,SUM-159_NLS_4N_O2_A15_seedT4,SUM-159_NLS_4N_O2_A16_seed,24,16,8/6/25,0,341989,4N,starvation,0,0.230244947,294418.1426,4,9000000
SUM-159_NLS_4N_O2_A16_seedT1,SUM-159,SUM-159_NLS_4N_O2_A16_seed,SUM-159_NLS_4N_O2_A16_seed,24,16,8/8/25,2,365383,4N,starvation,0,0.230244947,294418.1426,4,9000000
SUM-159_NLS_4N_O2_A16_seedT2,SUM-159,SUM-159_NLS_4N_O2_A16_seed,SUM-159_NLS_4N_O2_A16_seed,24,16,8/11/25,5,857758,4N,starvation,0,0.230244947,294418.1426,4,9000000
SUM-159_NLS_4N_O2_A16_seedT3,SUM-159,SUM-159_NLS_4N_O2_A16_seed,SUM-159_NLS_4N_O2_A16_seed,24,16,8/13/25,7,2319290,4N,starvation,0,0.230244947,294418.1426,4,9000000
SUM-159_NLS_4N_O2_A16_seedT4,SUM-159,SUM-159_NLS_4N_O2_A16_seed,SUM-159_NLS_4N_O2_A16_seed,24,16,8/15/25,9,1640881,4N,starvation,0,0.230244947,294418.1426,4,9000000
SUM-159_NLS_4N_O2_A16_seedT5,SUM-159,SUM-159_NLS_4N_O2_A16_seed,SUM-159_NLS_4N_O2_A16_seed,24,16,8/18/25,12,5104219,4N,starvation,0,0.230244947,294418.1426,4,9000000
SUM-159_NLS_4N_O2_A16_seedT6,SUM-159,SUM-159_NLS_4N_O2_A16_seed,SUM-159_NLS_4N_O2_A16_seed,24,16,8/20/25,14,7310998,4N,starvation,0,0.230244947,294418.1426,4,9000000
SUM-159_NLS_4N_O2_A17_seed,SUM-159,SUM-159_NLS_4N_O2_A16_seedT6,SUM-159_NLS_4N_O2_A17_seed,25,17,8/22/25,0,841049,4N,starvation,0,0.40495192,945316.9545,4,9000000
SUM-159_NLS_4N_O2_A17_seedT1,SUM-159,SUM-159_NLS_4N_O2_A17_seed,SUM-159_NLS_4N_O2_A17_seed,25,17,8/25/25,3,4266512,4N,starvation,0,0.40495192,945316.9545,4,9000000
SUM-159_NLS_4N_O2_A17_seedT2,SUM-159,SUM-159_NLS_4N_O2_A17_seed,SUM-159_NLS_4N_O2_A17_seed,25,17,8/27/25,5,6008764,4N,starvation,0,0.40495192,945316.9545,4,9000000
SUM-159_NLS_4N_O2_A18_seed,SUM-159,SUM-159_NLS_4N_O2_A17_seedT2,SUM-159_NLS_4N_O2_A18_seed,26,18,8/29/25,0,584835,4N,starvation,0,0.374051599,490626.562,4,9000000
SUM-159_NLS_4N_O2_A18_seedT1,SUM-159,SUM-159_NLS_4N_O2_A18_seed,SUM-159_NLS_4N_O2_A18_seed,26,18,9/1/25,3,971384,4N,starvation,0,0.374051599,490626.562,4,9000000
SUM-159_NLS_4N_O2_A18_seedT2,SUM-159,SUM-159_NLS_4N_O2_A18_seed,SUM-159_NLS_4N_O2_A18_seed,26,18,9/3/25,5,4143976,4N,starvation,0,0.374051599,490626.562,4,9000000
SUM-159_NLS_4N_O2_A19_seedT2,SUM-159,SUM-159_NLS_4N_O2_A19_seed,SUM-159_NLS_4N_O2_A19_seed,27,19,9/10/25,5,3730692,4N,starvation,0,0.352988536,630902.2333,4,9000000
SUM-159_NLS_4N_O2_A19_seed,SUM-159,SUM-159_NLS_4N_O2_A18_seedT2,SUM-159_NLS_4N_O2_A19_seed,27,19,9/5/25,0,636078,4N,starvation,0,0.352988536,630902.2333,4,9000000
SUM-159_NLS_4N_O2_A19_seedT1,SUM-159,SUM-159_NLS_4N_O2_A19_seed,SUM-159_NLS_4N_O2_A19_seed,27,19,9/8/25,3,1782355,4N,starvation,0,0.352988536,630902.2333,4,9000000
SUM-159_NLS_4N_O2_A2_seed,SUM-159,SUM-159_NLS_4N_O2_A1_seedT1,SUM-159_NLS_4N_O2_A2_seed,10,2,11/20/24,0,462066,4N,starvation,1,0.423293979,402293.395,4,9000000
SUM-159_NLS_4N_O2_A2_seedT1,SUM-159,SUM-159_NLS_4N_O2_A2_seed,SUM-159_NLS_4N_O2_A2_seed,10,2,11/22/24,2,744634,4N,starvation,1,0.423293979,402293.395,4,9000000
SUM-159_NLS_4N_O2_A2_seedT2,SUM-159,SUM-159_NLS_4N_O2_A2_seed,SUM-159_NLS_4N_O2_A2_seed,10,2,11/25/24,5,3662870,4N,starvation,1,0.423293979,402293.395,4,9000000
SUM-159_NLS_4N_O2_A20_seed,SUM-159,SUM-159_NLS_4N_O2_A19_seedT2,SUM-159_NLS_4N_O2_A20_seed,28,20,9/19/25,0,981409,4N,starvation,0,0.517244019,981409,4,9000000
SUM-159_NLS_4N_O2_A20_seedT1,SUM-159,SUM-159_NLS_4N_O2_A20_seed,SUM-159_NLS_4N_O2_A20_seed,28,20,9/22/25,3,4631895,4N,starvation,0,0.517244019,981409,4,9000000
SUM-159_NLS_4N_O2_A21_seed,SUM-159,SUM-159_NLS_4N_O2_A20_seedT1,SUM-159_NLS_4N_O2_A21_seed,29,21,9/24/25,0,678409,4N,starvation,0,0.463676865,857695.8355,4,9000000
SUM-159_NLS_4N_O2_A21_seedT1,SUM-159,SUM-159_NLS_4N_O2_A21_seed,SUM-159_NLS_4N_O2_A21_seed,29,21,9/26/25,2,3204897,4N,starvation,0,0.463676865,857695.8355,4,9000000
SUM-159_NLS_4N_O2_A21_seedT2,SUM-159,SUM-159_NLS_4N_O2_A21_seed,SUM-159_NLS_4N_O2_A21_seed,29,21,9/29/25,5,7452472,4N,starvation,0,0.463676865,857695.8355,4,9000000
SUM-159_NLS_4N_O2_A22_seed,SUM-159,SUM-159_NLS_4N_O2_A21_seedT2,SUM-159_NLS_4N_O2_A22_seed,30,22,10/1/25,0,559214,4N,starvation,0,0.485008192,747772.2577,4,9000000
SUM-159_NLS_4N_O2_A22_seedT1,SUM-159,SUM-159_NLS_4N_O2_A22_seed,SUM-159_NLS_4N_O2_A22_seed,30,22,10/3/25,2,3201555,4N,starvation,0,0.485008192,747772.2577,4,9000000
SUM-159_NLS_4N_O2_A22_seedT2,SUM-159,SUM-159_NLS_4N_O2_A22_seed,SUM-159_NLS_4N_O2_A22_seed,30,22,10/6/25,5,6963438,4N,starvation,0,0.485008192,747772.2577,4,9000000
SUM-159_NLS_4N_O2_A3_seedT2,SUM-159,SUM-159_NLS_4N_O2_A3_seed,SUM-159_NLS_4N_O2_A3_seed,11,3,12/2/24,5,5321118,4N,starvation,0.5,0.317783676,1307756.406,4,9000000
SUM-159_NLS_4N_O2_A3_seed,SUM-159,SUM-159_NLS_4N_O2_A2_seedT2,SUM-159_NLS_4N_O2_A3_seed,11,3,11/27/24,0,990041,4N,starvation,0.5,0.317783676,1307756.406,4,9000000
SUM-159_NLS_4N_O2_A3_seedT1,SUM-159,SUM-159_NLS_4N_O2_A3_seed,SUM-159_NLS_4N_O2_A3_seed,11,3,11/29/24,2,3926507,4N,starvation,0.5,0.317783676,1307756.406,4,9000000
SUM-159_NLS_4N_O2_A4_seedT2,SUM-159,SUM-159_NLS_4N_O2_A4_seed,SUM-159_NLS_4N_O2_A4_seed,12,4,12/9/24,5,5808426,4N,starvation,0.3,0.456626491,634604.4783,4,9000000
SUM-159_NLS_4N_O2_A4_seed,SUM-159,SUM-159_NLS_4N_O2_A3_seedT2,SUM-159_NLS_4N_O2_A4_seed,12,4,12/4/24,0,572148,4N,starvation,0.3,0.456626491,634604.4783,4,9000000
SUM-159_NLS_4N_O2_A4_seedT1,SUM-159,SUM-159_NLS_4N_O2_A4_seed,SUM-159_NLS_4N_O2_A4_seed,12,4,12/6/24,2,1879815,4N,starvation,0.3,0.456626491,634604.4783,4,9000000
SUM-159_NLS_4N_O2_A5_seed,SUM-159,SUM-159_NLS_4N_O2_A4_seedT2,SUM-159_NLS_4N_O2_A5_seed,13,5,12/11/24,0,584068,4N,starvation,0.2,0.479793771,776671.7772,4,9000000
SUM-159_NLS_4N_O2_A5_seedT2,SUM-159,SUM-159_NLS_4N_O2_A5_seed,SUM-159_NLS_4N_O2_A5_seed,13,5,12/16/24,5,7072621,4N,starvation,0.2,0.479793771,776671.7772,4,9000000
SUM-159_NLS_4N_O2_A5_seedT1,SUM-159,SUM-159_NLS_4N_O2_A5_seed,SUM-159_NLS_4N_O2_A5_seed,13,5,12/13/24,2,3260403,4N,starvation,0.2,0.479793771,776671.7772,4,9000000
SUM-159_NLS_4N_O2_A6_seedT1,SUM-159,SUM-159_NLS_4N_O2_A6_seed,SUM-159_NLS_4N_O2_A6_seed,14,6,12/20/24,2,2095773,4N,starvation,0.1,0.484268661,617787.7305,4,9000000
SUM-159_NLS_4N_O2_A6_seedT2,SUM-159,SUM-159_NLS_4N_O2_A6_seed,SUM-159_NLS_4N_O2_A6_seed,14,6,12/23/24,5,6287319,4N,starvation,0.1,0.484268661,617787.7305,4,9000000
SUM-159_NLS_4N_O2_A6_seed,SUM-159,SUM-159_NLS_4N_O2_A5_seedT2,SUM-159_NLS_4N_O2_A6_seed,14,6,12/18/24,0,530780,4N,starvation,0.1,0.484268661,617787.7305,4,9000000
SUM-159_NLS_4N_O2_A7_seed,SUM-159,SUM-159_NLS_4N_O2_A6_seedT2,SUM-159_NLS_4N_O2_A7_seed,15,7,12/25/24,0,423502,4N,starvation,0,0.486227151,556012.1949,4,9000000
SUM-159_NLS_4N_O2_A7_seedT1,SUM-159,SUM-159_NLS_4N_O2_A7_seed,SUM-159_NLS_4N_O2_A7_seed,15,7,12/27/24,2,2314536,4N,starvation,0,0.486227151,556012.1949,4,9000000
SUM-159_NLS_4N_O2_A7_seedT2,SUM-159,SUM-159_NLS_4N_O2_A7_seed,SUM-159_NLS_4N_O2_A7_seed,15,7,12/30/24,5,5273439,4N,starvation,0,0.486227151,556012.1949,4,9000000
SUM-159_NLS_4N_O2_A8_seedT1,SUM-159,SUM-159_NLS_4N_O2_A8_seed,SUM-159_NLS_4N_O2_A8_seed,16,8,5/9/25,1,1254332,4N,starvation,0,0.700929183,395781.1067,4,9000000
SUM-159_NLS_4N_O2_A8_seedT2,SUM-159,SUM-159_NLS_4N_O2_A8_seed,SUM-159_NLS_4N_O2_A8_seed,16,8,5/12/25,4,5833871,4N,starvation,0,0.700929183,395781.1067,4,9000000
SUM-159_NLS_4N_O2_A8_seed,SUM-159,SUM-159_NLS_4N_O2_A7_seedT2,SUM-159_NLS_4N_O2_A8_seed,16,8,5/8/25,0,281867,4N,starvation,0,0.700929183,395781.1067,4,9000000
SUM-159_NLS_4N_O2_A9_seed,SUM-159,SUM-159_NLS_4N_O2_A8_seedT2,SUM-159_NLS_4N_O2_A9_seed,17,9,5/14/25,0,565898,4N,starvation,0,0.421831162,592010.0916,4,9000000
SUM-159_NLS_4N_O2_A9_seedT1,SUM-159,SUM-159_NLS_4N_O2_A9_seed,SUM-159_NLS_4N_O2_A9_seed,17,9,5/16/25,2,1483811,4N,starvation,0,0.421831162,592010.0916,4,9000000
SUM-159_NLS_4N_O2_A9_seedT2,SUM-159,SUM-159_NLS_4N_O2_A9_seed,SUM-159_NLS_4N_O2_A9_seed,17,9,5/19/25,5,4734381,4N,starvation,0,0.421831162,592010.0916,4,9000000
